GIS_ID,DESCRIPTION,ASSET_CLASS,ASSET_TYPE,MODEL_NO,MODEL_DESCR,DIVISION,COMPANY,LOCATION_DESC,CONDITION_RATING,EVALUATION_DATE,EASTING,NORTHING,UploadDate,CoordinateLocation
1780165,Security Bollard - Olympic Blvd,Outdoor Furniture,Bollard,200401-126,Security Bollard - Precast Concrete Barrier Block - I-Shape,,,"Olympic Boulevard between Punt Road and Batman Avenue approximately 44m West of Melbourne And Olympic Parks Trust, Gnd & Flr1 National Tennis Centre, Melbourne Park, 55 Olympic Boulevard, Melbourne, 3004",,,322404.58,5811831.73,2021-08-14,"-37.823660249599264, 144.9821385252885"
1783798,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Albert Street between Powlett Street and Clarendon Street approximately 32m SW of Kiwi Tribeca Fish Burger Bar, Unit 9B, 178 Albert Street, East Melbourne, 3002",5.0,2021-04-30,322614.94,5813278.05,2021-08-14,"-37.810673305768496, 144.98488162423698"
1783992,Litter Bin - Solar Compactor Bin - Clean Cube - 240L - Recycle,Outdoor Furniture,Litter Bin,200201-038,Litter Bin - Solar Compactor Bin - Clean Cube - 240L,Waste and Recycling,Other,Chinatown Plaza,,,321248.96,5813200.14,2021-08-14,"-37.811108655115575, 144.9693536003324"
1556684,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Augusta Avenue between Pearl River Road and Wattle Road approximately 7m North of 3 Augusta Avenue, Docklands, 3008",2.94,2021-04-30,318483.11,5812627.65,2021-08-14,"-37.81571954051914, 144.93780808057727"
1556703,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Roden Street between Adderley Street and Spencer Street approximately 28m SE of 148 Roden Street, West Melbourne, 3003",3.14,2021-04-30,319297.59,5813462.99,2021-08-14,"-37.80835691020975, 144.94726423640554"
1546793,Bicycle Rails - Unspecified,Outdoor Furniture,Bicycle Rails,200101-000,,Parks and City Greening,City of Melbourne,"Errol Street Reserve approximately 25m NW of Hotham, 103 Courtney Street, North Melbourne, 3051",4.0,2019-09-19,319586.89,5814446.15,2021-08-14,"-37.799558384342724, 144.95079348687094"
1556996,Bollard - Concrete Filled Bollard - White,Outdoor Furniture,Bollard,200401-030,Bollard - Concrete Filled Bollard - White,Infrastructure and Assets,City of Melbourne,"Riverside Park approximately 54m West of 221 Stockmans Way, Kensington, 3031",2.74,2021-04-30,316549.05,5814955.72,2021-08-14,"-37.794363448179816, 144.9164382105835"
1559224,Bollard - Aluminium Bollard,Outdoor Furniture,Bollard,200401-001,Bollard - Aluminium Bollard,Infrastructure and Assets,City of Melbourne,"Docklands Drive between Waterfront Way and Pearl River Road approximately 18m NE of NewQuay Central Park, NewQuay Central Park, 429-437 Docklands Drive, Docklands, 3008",1.7,2021-04-30,318578.5,5812765.01,2021-08-14,"-37.81450125657505, 144.93892556301034"
1560222,Bollard - Bluestone Pillar Bollard,Outdoor Furniture,Bollard,200401-007,Bollard - Bluestone Pillar Bollard,Infrastructure and Assets,City of Melbourne,"Powell Lane between Faraday Street and Tyne Street approximately 2m West of 35 Tyne Street, Carlton, 3053",2.47,2021-04-30,320950.51,5814658.14,2021-08-14,"-37.79791722545463, 144.9663254191483"
1548537,Bollard - Stainless Steel Bollard - Docklands,Outdoor Furniture,Bollard,200401-058,Bollard - Stainless Steel Bollard - Docklands,Infrastructure and Assets,City of Melbourne,"Siddeley Street between Spencer Street and Wurundjeri Way approximately 25m NE of Bababoi, Unit 16, Ground, 60 Siddeley Street, Docklands, 3008",2.96,2021-04-30,319777.05,5811887.7,2021-08-14,"-37.8226409646338, 144.95231553036817"
1560236,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Queen Street between Little Lonsdale Street and La Trobe Street approximately 4m SW of Europa Melbourne Pty Ltd, 310-314 Queen Street, Melbourne, 3000",3.11,2021-04-30,320358.29,5813142.8,2021-08-14,"-37.811450319724514, 144.95922707863716"
1561022,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Collins Street between William Street and Market Street approximately 6m East of Macchiato On Collins, Unit 2, Ground, 446-452 Collins Street, Melbourne, 3000",3.17,2021-04-30,320404.69,5812483.03,2021-08-14,"-37.81740229795771, 144.95959026433843"
1561758,Bollard - Aluminium Bollard - Docklands,Outdoor Furniture,Bollard,200401-002,Bollard - Aluminium Bollard - Docklands,Infrastructure and Assets,City of Melbourne,"Doepel Way between Docklands Drive and Newquay Promenade approximately 27m North of City of Melbourne, 31 Doepel Way, Docklands, 3008",3.15,2021-04-30,318707.07,5812698.73,2021-08-14,"-37.815123806891776, 144.94036874706654"
1565442,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Charles Street between Jolimont Street and Palmer Street approximately 8m SE of 1 Palmer Street, East Melbourne, 3002",3.03,2021-04-30,322302.95,5812488.66,2021-08-14,"-37.81772312475358, 144.9811456979389"
1565457,Bollard - Aluminium Bollard - Rectangular,Outdoor Furniture,Bollard,200401-003,Bollard - Aluminium Bollard - Rectangular,Infrastructure and Assets,City of Melbourne,"Charles Street between Palmer Street and Wellington Parade South approximately 14m North of 55 Charles Street, East Melbourne, 3002",3.03,2021-04-30,322311.53,5812565.2,2021-08-14,"-37.81703535558589, 144.98126190469597"
1565462,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Charles Street between Palmer Street and Wellington Parade South approximately 12m SW of 89 Wellington Parade South, East Melbourne, 3002",3.03,2021-04-30,322313.48,5812582.42,2021-08-14,"-37.816880624795886, 144.9812882719264"
1565479,Bollard - Old Gas Lamp - Collins St,Outdoor Furniture,Bollard,200401-075,Bollard - Old Gas Lamp - Collins St - Heritage,Infrastructure and Assets,City of Melbourne,"Collins Street between Spring Street and Exhibition Street approximately 10m SW of Ground, 52 Collins Street, Melbourne, 3000",3.17,2021-04-30,321479.25,5812903.91,2021-08-14,"-37.81382201576891, 144.971895213889"
1565523,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Bourke Street between Wurundjeri Way and Harbour Esplanade approximately 54m East of Focaccino, Shop 5 Concourse, 720 Bourke Street, Docklands, 3008",2.95,2021-04-30,319557.09,5812404.88,2021-08-14,"-37.8179390556884, 144.94994672739344"
1550762,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Park Drive between Morrah Street and Bayles Street approximately 5m SE of Brampton House, 145 Park Drive, Parkville, 3052",2.21,2021-04-30,319981.37,5815015.07,2021-08-14,"-37.79451169929705, 144.95541283145008"
1550772,Bicycle Rails - Galvanised Steel Bicycle Rail,Outdoor Furniture,Bicycle Rails,200101-002,Bicycle Rails - Galvanised Steel Bicycle Rail,Infrastructure and Assets,City of Melbourne,"Park Drive between Morrah Street and Bayles Street approximately 16m SW of 54-58 Park Drive, Parkville, 3052",2.21,2021-04-30,319953.11,5814938.05,2021-08-14,"-37.795199884339134, 144.95507292194443"
1566005,Bollard - Aluminium Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Charles Street between Palmer Street and Wellington Parade South approximately 16m SW of 50 Charles Street, East Melbourne, 3002",2.35,2021-04-30,322305.72,5812511.24,2021-08-14,"-37.81752027307991, 144.98118269199628"
1566021,Bollard - Aluminium Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Charles Street between Palmer Street and Wellington Parade South approximately 18m North of 55 Charles Street, East Melbourne, 3002",2.35,2021-04-30,322312.14,5812569.31,2021-08-14,"-37.81699845321367, 144.98126983960393"
1566022,Bollard - Aluminium Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Charles Street between Palmer Street and Wellington Parade South approximately 19m SW of 89 Wellington Parade South, East Melbourne, 3002",2.35,2021-04-30,322312.51,5812572.6,2021-08-14,"-37.816968890328724, 144.98127484816993"
1566068,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Collins Street between Navigation Drive and Merchant Street approximately 29m South of Neo Lemonade, Tenancy 8, Gnd & Mezz, 850 Collins Street, Docklands, 3008",2.36,2021-04-30,319093.17,5811996.01,2021-08-14,"-37.82153006325349, 144.94457697258343"
1566073,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,201101-031,Seat - Stainless Steel Seat - Fixed,Infrastructure and Assets,City of Melbourne,"Collins Street between Navigation Drive and Merchant Street approximately 33m SW of Chia Chia, 2-4 Import Lane, Docklands, 3008",3.24,2021-04-30,319106.47,5811992.01,2021-08-14,"-37.821568729055365, 144.94472699534222"
1566105,Bollard - Aluminium Bollard,Outdoor Furniture,Bollard,200401-001,Bollard - Aluminium Bollard,Infrastructure and Assets,City of Melbourne,"Cargo Lane from Lorimer Street approximately 35m East of Real Estate Services By Mirvac, 62 River Esplanade, Docklands, 3008",2.36,2021-04-30,319349.71,5811632.42,2021-08-14,"-37.82485587205494, 144.9473992639021"
1566840,Seat - Metal Seat - Warun Biik Park,Outdoor Furniture,Seat,201101-016,Seat - Metal Seat,Parks and City Greening,City of Melbourne,"Warun Biik Park approximately 49m South of 76 Henry Street, Kensington, 3031",3.0,2019-09-13,317385.68,5814747.23,2021-08-14,"-37.796409008921266, 144.92588205827337"
1566841,Seat - Metal Seat - Warun Biik Park,Outdoor Furniture,Seat,201101-016,Seat - Metal Seat,Parks and City Greening,City of Melbourne,"Warun Biik Park approximately 53m South of 76 Henry Street, Kensington, 3031",3.0,2019-09-13,317388.48,5814743.97,2021-08-14,"-37.79643893246534, 144.92591301997493"
1551640,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,201101-027,Seat - Stainless Steel Straight Seat,Infrastructure and Assets,City of Melbourne,"Swanston Street between Flinders Street and Flinders Lane approximately 26m NE of Town Hall Rail Station, 9-29 Swanston Street, Melbourne, 3000",3.44,2021-04-30,321079.63,5812557.34,2021-08-14,"-37.816865506083666, 144.9672722792471"
1566849,Seat - Straight Seat - Wooden Battens - Type 2 - Warun Biik Park,Outdoor Furniture,Seat,201101-038,Seat - Straight Seat - Wooden Battens - Type 2,Parks and City Greening,City of Melbourne,"Warun Biik Park approximately 69m NE of Altona Street Reserve, 74 Altona Street, Kensington, 3031",4.0,2019-09-13,317440.28,5814696.27,2021-08-14,"-37.796878934681224, 144.92648899203792"
1566907,Bollard - Cast Aluminium Bollard - Fin Type,Outdoor Furniture,Bollard,200401-011,Bollard - Cast Aluminium Bollard - Fin Type,Infrastructure and Assets,City of Melbourne,"Somerset Place from Little Bourke Street approximately 15m SE of Comme Des Garcons, Unit 7-8, 13 Somerset Place, Melbourne, 3000",2.89,2021-04-30,320665.6,5812865.52,2021-08-14,"-37.81400833121128, 144.9626475044638"
1566909,Bollard - Cast Aluminium Bollard - Fin Type,Outdoor Furniture,Bollard,200401-011,Bollard - Cast Aluminium Bollard - Fin Type,Infrastructure and Assets,City of Melbourne,"Somerset Place from Little Bourke Street approximately 6m SE of Comme Des Garcons, Unit 7-8, 13 Somerset Place, Melbourne, 3000",2.89,2021-04-30,320659.14,5812870.92,2021-08-14,"-37.81395842173762, 144.96257549467765"
1566919,Bollard - Cast Aluminium Bollard - Fin Type,Outdoor Furniture,Bollard,200401-011,Bollard - Cast Aluminium Bollard - Fin Type,Infrastructure and Assets,City of Melbourne,"Somerset Place from Little Bourke Street approximately 3m North of The Foundation For Young Australians, 21-27 Somerset Place, Melbourne, 3000",2.89,2021-04-30,320646.75,5812902.15,2021-08-14,"-37.81367468413611, 144.96244255264997"
1566923,Bollard - Aluminium Bollard - Rectangular,Outdoor Furniture,Bollard,200401-003,Bollard - Aluminium Bollard - Rectangular,Infrastructure and Assets,City of Melbourne,"Benjamin Street between Story Street and Morrah Street approximately 8m NE of 58 Story Street, Parkville, 3052",2.2,2021-04-30,319978.38,5814780.88,2021-08-14,"-37.7966205672241, 144.95532072959813"
1566941,Bollard - Aluminium Bollard - Rectangular,Outdoor Furniture,Bollard,200401-003,Bollard - Aluminium Bollard - Rectangular,Infrastructure and Assets,City of Melbourne,"Benjamin Street between Story Street and Morrah Street approximately 4m NW of 26 Benjamin Street, Parkville, 3052",2.2,2021-04-30,319995.23,5814848.49,2021-08-14,"-37.79601489355445, 144.9555287897239"
1567558,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"Royal Park approximately 21m NW of Parkville House Inc, 32 Gatehouse Street, Parkville, 3052",2.02,2021-04-30,319692.58,5814874.07,2021-08-14,"-37.795724792420096, 144.95209970850746"
1567822,Bollard - Concrete Filled Bollard - White,Outdoor Furniture,Bollard,200401-030,Bollard - Concrete Filled Bollard - White,Infrastructure and Assets,City of Melbourne,"Heffernan Lane between Lonsdale Street and Little Bourke Street approximately 5m North of Niubi, Ground & Level 1- 3, 11 Heffernan Lane, Melbourne, 3000",2.0,2021-04-30,321017.04,5813120.93,2021-08-14,"-37.811776700838, 144.9667008936947"
1568402,Bicycle Rails - Stainless Steel Bicycle Hoop,Outdoor Furniture,Bicycle Rails,200101-004,Bicycle Rails - Stainless Steel Bicycle Hoop,Infrastructure and Assets,City of Melbourne,"A'Beckett Street between Swanston Street and Elizabeth Street approximately 14m East of Nene Chicken, Shop S2, 410 Elizabeth Street, Melbourne, 3000",4.01,2021-04-30,320520.8,5813408.05,2021-08-14,"-37.809093051421854, 144.96113788224758"
1568595,Seat - Stainless Steel Seat - Swivel,Outdoor Furniture,Seat,201101-032,,Parks and City Greening,City of Melbourne,"Victoria Green approximately 16m SW of 6 Buckley Walk, Docklands, 3008",4.0,2019-09-23,319135.07,5812146.01,2021-08-14,"-37.82018726356619, 144.94509022419146"
1569142,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Palmer Street between Agnes Street and Charles Street approximately 44m West of 7 Palmer Street, East Melbourne, 3002",3.03,2021-04-30,322239.41,5812504.81,2021-08-14,"-37.81756527987104, 144.9804281833614"
1569146,Bollard - U-Shaped Steel Pipe Bollard,Outdoor Furniture,Bollard,200401-072,Bollard - U-Shaped Steel Pipe Bollard,Infrastructure and Assets,City of Melbourne,"Agnes Street between Palmer Street and Wellington Parade South approximately 14m SE of Beddgood & Co, 137 Wellington Parade South, East Melbourne, 3002",3.03,2021-04-30,322212.6,5812590.84,2021-08-14,"-37.81678513715985, 144.98014488735282"
1569480,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Victoria Street between Capel Street and Howard Street approximately 4m SE of Nahm Tao Thai Kitchen, 348 Victoria Street, North Melbourne, 3051",3.36,2021-04-30,319932.3,5813782.3,2021-08-14,"-37.805606141977606, 144.95454952660964"
1559236,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,201101-031,Seat - Stainless Steel Seat - Fixed,Infrastructure and Assets,City of Melbourne,"Batmans Hill Drive between Wurundjeri Way and Collins Street approximately 25m West of Ground, 14 Batmans Hill Drive, Docklands, 3008",3.3,2021-04-30,319516.17,5811993.68,2021-08-14,"-37.82163480380041, 144.94937959092402"
1572354,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,Outdoor Furniture,Drinking Fountain,200501-021,Drinking Fountain - Leaf Type - With Bottle Refill Tap,Infrastructure and Assets,City of Melbourne,"Flinders Street between Swanston Street and Elizabeth Street approximately 2m NW of Lot 904, 221 Flinders Street, Melbourne, 3000",3.45,2021-04-30,321046.6,5812458.3,2021-08-14,"-37.81775113289117, 144.9668727624917"
1572356,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,200201-011,Litter Bin - Stainless Steel 80 L Litter Bin,Waste and Recycling,City of Melbourne,"Rathdowne Street between Victoria Street and Queensberry Street approximately 47m South of 25 Rathdowne Street, Carlton, 3053",3.39,2021-04-30,321185.06,5813654.9,2021-08-14,"-37.806999884210086, 144.96874036348498"
